,Precip
2020-01-31,3.327461147641145
2020-02-29,8.243271201387145
2020-03-31,16.13391100037458
2020-04-30,54.27438054460348
2020-05-31,126.83517983407381
2020-06-30,206.1173088687856
2020-07-31,360.40626764873895
2020-08-31,276.64955617393366
2020-09-30,209.4731744443699
2020-10-31,62.67912246004758
2020-11-30,-1.6480997790333163
2020-12-31,-4.030492272872692
2021-01-31,-2.170055021470631
2021-02-28,2.6837119751728693
2021-03-31,10.512308717057834
2021-04-30,48.59073520418432
2021-05-31,121.08949143655221
2021-06-30,200.30957741416154
2021-07-31,354.53649313701237
2021-08-31,270.7177386051046
2021-09-30,203.4793138184384
2021-10-31,56.62321877701365
2021-11-30,-7.76604651916972
2021-12-31,-10.210482070111595
2022-01-31,-8.412087875812006
2022-02-28,-3.6203639362709197
2022-03-31,4.146189748511574
2022-04-30,42.16257317853556
2022-05-31,114.59928635380098
2022-06-30,193.75732927430784
2022-07-31,347.9222019400562
2022-08-31,264.041404351046
2022-09-30,196.74093650727733
2022-10-31,49.82279840875009
2022-11-30,-14.628509944535665
2022-12-31,-17.13498855258004
2023-01-31,-15.398637415382893
2023-02-28,-10.668956532944335
2023-03-31,-2.9644459052642844
2023-04-30,34.98989446765726
2023-05-31,107.36456458582023
2023-06-30,186.46056444922462
2023-07-31,340.5633940578705
2023-08-31,256.6205534117579
2023-09-30,189.25804251088672
2023-10-31,42.277861355257016
2023-11-30,-22.235490055131265
2023-12-31,-24.804011720278083
2024-01-31,-23.12970364018335
2024-02-29,-18.462065814847264
2024-03-31,-10.819598244269685
2024-04-30,27.07269907154936
2024-05-31,99.38532613260986
2024-06-30,178.41928293891186
2024-07-31,332.4600694904552
2024-08-31,248.45518578724014
2024-09-30,181.0306318292665
2024-10-31,33.98840761653432
2024-11-30,-30.58698685095635
2024-12-31,-33.21755157320564
2025-01-31,-31.605286550213435
2025-02-28,-26.99969178197979
2025-03-31,-19.419267268504683
2025-04-30,18.410986990211946
2025-05-31,90.66157099416998
2025-06-30,169.63348474336945
2025-07-31,323.6122282378104
2025-08-31,239.54530147749287
2025-09-30,172.05870446241676
2025-10-31,24.954437192582105
2025-11-30,-39.68300033201109
2025-12-31,-42.37560811136282
2026-01-31,-40.82538614547303
2026-02-28,-36.28183443434186
2026-03-31,-28.763452977969223
2026-04-30,9.004758223644906
2026-05-31,81.19329917050052
2026-06-30,160.10316986259755
2026-07-31,314.019870299936
2026-08-31,229.89090048251595
2026-09-30,162.34226041033747
2026-10-31,15.175950083400323
2026-11-30,-49.523530498295315
2026-12-31,-52.27818133474955
